Number	Decade	Country	Source	File
30573750	1971	USA	Vogue Magazine Cover	cc604261f25d36a58d5933eed4464de1.jpg
30573749	1970	USA	Vogue Magazine Cover	fec6fd8073ca8b0ded8975dd8f7aaaff.jpg
30573748	1970	USA	Vogue Magazine Cover	c1c11c0373ba6cc8ccf7cc496759778b.jpg
30573747	1970	Dec	USA     Vogue Magazine Cover	796cc334d3f9b3638cf707e1af99de5e.jpg
30573746	1970	Oct	USA     Vogue Magazine Cover	a311889ce236152d299b7e482c54c698.jpg
30573745	1969	USA	Vogue Magazine Cover	c98f73576a9ba21fe85ce5389cec2d04.jpg
30573743	1969	April	USA     Vogue Magazine Cover	90798c7618135cc2687a6f96a3b16edf.jpg
30573718	1950s	USA	Jantzen Magazine Advert	c366fa40bcb8b135b384e1b4ccab23e9.jpg
30573686	1910s	USA	Murad Magazine Advert	797758c4f7e466689031f002c86b1c30.jpg
30573684	1950s	USA	Vinylite Plastics Magazine Advert	432b190c5a12d2f710a26703951b1790.jpg
30573669	1961	USA	Electronics Illustrated Magazine...	593b603b8ba9acb33fcccc837fce61b6.jpg
30573668	1939	USA	Ironized Yeast Magazine Advert	09712316191e4e79efced7f01fed40f0.jpg
30573350	1960	USA	Tiffany and Co Magazine Advert	3636d934ceac6be6d64323013e1a0f2f.jpg
30573342	1947	USA	Gruen Magazine Advert	53bd8fc349b2ccf97c9376ccd6e9c8ac.jpg
30573341	1940s	USA	Hamilton Magazine Advert	440495608b70118c1175d6c750c77bd9.jpg
30573340	1930s	USA	Hamilton Magazine Advert	9d79e84422b4a4d783d0415428db2811.jpg
30573339	Hamilton	USA	Magazine Advert	f293e01e8571016f60f2505581c4d305.jpg
30573337	1940s	USA	Gotham  Magazine Advert	4030b897d9273ad63b8d587888d2679d.jpg
30573329	1975	USA	Audemars Piguet Magazine Advert	9f88767ee370ee5c461bc150e25d78b3.jpg
30573328	1970s	USA	Patek Philippe Magazine Advert	824bc2583e1d2c45ffe88bdb0848a87f.jpg
30573320	1973	USA	Bulova Magazine Advert	b676beaace8aff239d82a533da5b16c3.jpg
30573306	1947	USA	Rolex Magazine Advert	b7584b4d6453c2848e1d86915cf169e1.jpg
30573305	1927	USA	Hamilton Magazine Advert	dac947939fdf2cd3182ca06765b51ad3.jpg
30573078	2010	USA	Spicy Holic Magazine Advert	a10da4f0bcda5da433f9e6412f9db5cc.jpg
30573077	2010	USA	Spicy Holic Magazine Advert	ed6b9efe754b6a732d596155f506c915.jpg
30573075	2009	USA	Catherine Malandrino  Magazine...	837e97fe32c3e5d8528498f83d6c23bb.jpg
30572778	1950s	USA	Olin Mathieson Chemical Magazine...	be7d3d3a265836e2898367f40dcc2f94.jpg
30572621	1969	USA	Chanel Magazine Advert	b7b7d94f488a65851c4ece3cf55d7733.jpg
30572571	1986	USA	United Colors of Benetton...	d93424aecda349da933d3f030566da87.jpg
30572410	1950s	USA	Monsanto Lustrex Magazine Advert	b67594924c7cd6c0b941d6bf04da40b9.jpg
30562623	1926	USA	Womans Home Companion Magazine...	124d425ac053d9ddee5ba6e80b25cc11.jpg
30517502	1950s	USA	Story Illustration Home...	10c5d64499dbfdc3c56d6a40558f1a53.jpg
30572306	1926	USA	Motion Picture Magazine Cover	859a3a5c5aac07a30af0191c08fd777d.jpg
30572305	1926	USA	Motion Picture Magazine Cover	dc4f1615d0a18967ad1e5c6fc23bb4c1.jpg
30572304	1926	USA	Motion Picture Magazine Cover	617a0248c1536f4797db1c71a00b7393.jpg
30572303	1926	USA	Motion Picture Magazine Cover	02d9c4eec62fd2ad936b444f31cf47a1.jpg
30572302	1926	USA	Motion Picture Magazine Cover	79124229c91602fc3a6e6e8f284bb981.jpg
30572301	1926	USA	Motion Picture Magazine Cover	709ab0639fe168bd29f206aae0cfed3c.jpg
30572300	1926	USA	Motion Picture Magazine Cover	3cb758efe953c17909307d00a24f3a3e.jpg
30572299	1926	USA	Motion Picture Magazine Cover	537c4f7bac2e611f587858c0d81ebb76.jpg
30572298	1926	USA	Motion Picture Magazine Cover	2564ebcc2ccd4e8752c05f6b955c7511.jpg
30572296	1926	USA	Motion Picture Magazine Cover	3c481c0538b4d5d6375fa390626d7048.jpg
30572295	1926	USA	Motion Picture Magazine Cover	ee3ddb086c90e02917f981f550b1d8d0.jpg
30572294	1926	USA	Motion Picture Magazine Cover	0625cb83b10f60b70b9c7e80cd82efac.jpg
30572293	1926	USA	Motion Picture Magazine Cover	d8940bb0c910551085de520fc9318892.jpg
30572292	1926	USA	Motion Picture Magazine Cover	4f0dfb764f66ce32381fb3957d6269b4.jpg
30572291	1926	USA	Motion Picture Magazine Cover	53c238e4f51f74c9a3ad3f5671ea11a7.jpg
30572289	1926	USA	Motion Picture Magazine Cover	3b44512ad23e665463e5ecea29f3c9e1.jpg
30572288	1926	USA	Motion Picture Magazine Cover	f58dfc9700ccc84bd8dbf46184bf8e83.jpg
30572287	1926	USA	Motion Picture Magazine Cover	29b371986cef35fcaf5751357b893492.jpg
30572126	2011	USA	Radiance  Magazine Advert	71d393dd57bfd67578a4f0612daf782e.jpg
30572125	2011	USA	DKNY  Magazine Advert	4f4c3a0797ffd9b63939a722d5cd4b64.jpg
30571910	1918	USA	Amory Browne and Company...	121386cbc6fd00beb26236b2efa17899.jpg
30571895	1918	USA	Weddings Outfits  Magazine Plate	7ad88b495fed2436b6ef855dc5465838.jpg
30571892	1918	USA	Womens Story Illustrations...	1f1b903140b0f7d18c9173b71a90a9b2.jpg
30571879	2011	USA	American Apparel Magazine Advert	7a35677f62ba0f69e6778ee1cf84d02f.jpg
30569172	1959	USA	US Kedettes Magazine Advert	d57ac359b02d9a823db79d9d6a1421fc.jpg
30523440	1980s	USA	Metropolitan Museums Womens Lib...	02a0b28589ec57ddf76f0178f7b198ba.jpg
30571859	1950s	USA	Du Pont Magazine Advert	b8e1168a1f6c67f9b7ca73653ebdbfb5.jpg
30571837	1967	USA	Young Romance Comic/ Annual Cover	4eac68edda83da39a59d3ffd0781e54f.jpg
30571828	1938	USA	Lucky Strike  Magazine Advert	112da5563636124a60bbe6511e683f86.jpg
30571824	1949	USA	Womens Story Illustrations...	abc15df9c7817719ed3a87ff9f3bdcb8.jpg
30571809	1930s	USA	Ironing  Poster	23069026e1ba5a4716be3c3090de0ff5.jpg
30571790	1940		USA     Collier's  Magazine Cover	b1b901d92f02cc84dd36061af23d6a20.jpg
30571777	1940s	USA	Las Vegas  Magazine Cover	bb83e9abcea8181f33524c487463d010.jpg
30571653	1950	USA	Griffin Magazine Advert	639eaaa75ea52a9447a535770ba70bae.jpg
30571643	1940	USA	Judge Magazine Cover	f8b151ea5bfef93a36997355ac92857b.jpg
30571633	1950	USA	Pullman Magazine Advert	75b69e45c943291ebc5cb3b98ef5764d.jpg
30571599	1920s	USA	pando Magazine Advert	47f91036b47558bbcd2a25ce5ff1c6b5.jpg
30571590	1950s	USA	Maidenform Magazine Advert	9ea87eb73c1b874f0a2cea9729cc58f8.jpg
30571556	USA		Morning Tea  Magazine Advert	03c716d4339cd00c435be07686bab26c.jpg
30571507	1920s	USA	Jantzen Magazine Advert	992a98f2b585a7a782e66848dde4fccc.jpg
30571491	1930s	USA	Gay French Life Magazine Cover	ba95ddf6eae66ca7842637803b929d87.jpg
30571190	USA		Ball's Corsets  Magazine Plate	76eb371241ba7356fa92746332e415ba.jpg
30571173	1930s	USA	Women's Fashion  Magazine Plate	0f626f20b23316531152d671630aedac.jpg
30571044	2000s	USA	Victoria's Secret Magazine Advert	640a417fa5d0c27b6bfd75da309a765b.jpg
30571040	1920s	USA	Reel Humour Magazine Cover	764b6106cbce118162b58491a5c38ff7.jpg
30571038	1967	USA	Paper Dress Magazine Advert	38ed3264917f315588ec5795cadf6121.jpg
30571015	2000s	USA	Emporio Armani Magazine Advert	792e869f793fce85bd70d5dd4d6eacb6.jpg
30570737	1960s	USA	Givenchy Interdit Magazine Advert	549d180163c4fd912a51a0e4433a59d0.jpg
30570722	1938	USA	Caron Magazine Advert	c2d347cc7c3db17d79dcbd86690c8bb1.jpg
30570721	1936	USA	Caron Magazine Advert	cedad94670a58863eaf3b03eff317f3e.jpg
30570720	1940s	USA	Lucien Lelong Magazine Advert	dbd89eb50ec25b7112d261f639f2cbae.jpg
30570718	1930	USA	Lucien Lelong Magazine Advert	10ae97f81b66642129368c810378e978.jpg
30570717	1930	USA	Lucien Lelong Magazine Advert	902ce2cf1c29c718cc4a5d5a408c4f18.jpg
30570648	1977	USA	Levi's Magazine Advert	3312f9d1bfcaa65dbff972dae45da643.jpg
30570644	1999	USA	A Pea In The Pod Magazine Advert	ade94331f3ff56f3bca5f92d7b5b9313.jpg
30570621	1922	USA	Film Fun Magazine Advert	b7248a1a41f009ae3f29f160c7d72ced.jpg
30570614	1950s	USA	My Husband or God Magazine Plate	d61c47738ac6a29bca470ec0eba4fccd.jpg
30570613	1950s	USA	Kotex Magazine Advert	16f35f7b0993078c3e501235e767de80.jpg
30570612	1960s	USA	Frederick's of Hollywood...	a2760df5d63fa1cb91210e0d8b20e747.jpg
30570611	1960s	USA	Frederick's of Hollywood...	d21f7caa91fe95b6f7afc384b0aa22ad.jpg
30570610	1960s	USA	Wigs Frederick's of Hollywood...	eef644f80444e5913e85f5e4427ba76d.jpg
30570609	1960s	USA	Frederick's of Hollywood...	e87c5c1c82e9161df5a4740af38ee0e0.jpg
30570607	1960s	USA	Frederick's of Hollywood...	a597b86ad69671101140e2e1dc843500.jpg
30570606	1960s	USA	Frederick's of Hollywood Magazine...	75ba5ead2340cc113c1e05041c40505d.jpg
30570604	1960s	USA	Frederick's of Hollywood...	228baf2038880cf31a6ffe14fc50990b.jpg
30570603	1960s	USA	Frederick's of Hollywood...	d1d9d8d9940760101762a30564894828.jpg
30570602	1960s	USA	Frederick's of Hollywood...	7039634f3d2904a86af9587eed9d9ac3.jpg
30570598	1960s	USA	Frederick's of Hollywood...	3834283337dc21e86d9409bce8f1e721.jpg
30570597	1960s	USA	Frederick's of Hollywood...	5a1ba463129036800166d2996203e335.jpg
30570596	1960s	USA	Frederick's of Hollywood...	6b2e732a41ef08163be41bfa1166f22e.jpg
30570595	1960s	USA	Frederick's of Hollywood...	3a1c1a6fb687c4203117a56912c1247b.jpg
30570594	1960s	USA	Frederick's of Hollywood...	8b5273a75392d5ec8c5ec8e04e18f3ce.jpg
30570591	1940s	USA	Bur Mil Cameo Magazine Advert	63a70ba5414dc5be3c53fc4208cc5441.jpg
30570586	1964	USA	Frederick's of Hollywood...	389764b59c01f390c3cec9013435208e.jpg
30570585	1960s	USA	Banquet Magazine Advert	5b6081ac9587f4d885a4b2ec73f32e72.jpg
30570259	1940s	USA	Carrier Magazine Advert	c16f73312c4d375f583803103cff39c0.jpg
30570195	1945	USA	Revlon Magazine Advert	cfa7e0053120d19494c90313da2c90c0.jpg
30570168	1975	USA	Mabel Danahy, Halston, Erno...	6139fc74c6c14ee268f221850d4d992c.jpg
30570150	1964	USA	Pan American World Airways...	f3d43b91d468d54492d4c20e9f0b6fc5.jpg
30570060	1950s	USA	Womens Story Illustrations...	d76547a4152cd7fe501706397664a746.jpg
30570052	1950s	USA	Womens Story Illustrations...	9b8b44ea22a564a6c812a8a72244a88b.jpg
30569927	1950s	USA	Womens Story Illustrations...	df3b6ffcdd0ef15da3e994bec023a267.jpg
30569853	1920s	USA	Jantzen Magazine Advert	c3e0bb7ae24ce0b70506543dadc5ac7d.jpg
30569837	1943	USA	Collier's Magazine Cover	2c4b9b98ca7415baced48f987e325e70.jpg
30569821	1947	USA	Coca-Cola Magazine Advert	ccb7848957792a2a8c67fb177a692f96.jpg
30569793	1950s	USA	Womens Story Illustrations...	169560f897da9ec742164bb7f6af0eef.jpg
30569787	1940s	USA	Womens Watches Magazine Advert...	9803e70158cc8722af924fa25224e933.jpg
30569683	1954	USA	Modess Magazine Advert	e8a6bdbbf2156a00f8549bcfbd2261d4.jpg
30569682	1956	USA	Modess Magazine Advert	07f3431a5c5744c7514588dc189a26a7.jpg
30569681	1962	USA	Scotties and Magic Oval Magazine...	b1a694b4a59f9e77e453e79e7718b83b.jpg
30569679	1952	USA	Modess Magazine Advert	b23cb7b0076049bbb9aeb06a9281049e.jpg
30569677	1935	USA	Ipana Magazine Advert	d74083c4d7ae49ff17cd927da6d40cab.jpg
30569649	1911	USA	Womens Fashion Magazine Plate	d881847e1ee57af70618a909ae288b51.jpg
30569647	1918	USA	Vogue Magazine Cover	814babac7ac29309879af36f62dee6ef.jpg
30569646	1924	USA	Vogue Magazine Advert (detail)	c282ac43578d9580ceb50ba49e6c20b2.jpg
30569637	1949	USA	Veto Magazine Advert	9dbc4ece67aedf65ef447d5c9abdd72e.jpg
30569633	1910	USA	Good Housekeeping Magazine Cover	9d4e43b641a0f07be14d68c05fbb2404.jpg
30569632	1910	USA	Good Housekeeping Magazine Cover	46a7199b332b6d8510f133af89738483.jpg
30569630	1931	USA	Womens Fashion Magazine Advert	85be7d0fb322fb2e864c19fd887703dd.jpg
30569629	1931	USA	Autumn Fashion Magazine Advert	04d657b267647efd9cb334da5c4fc5f6.jpg
30569628	1931	USA	Womens Fashion Magazine Advert	1279a258d7b2379a35d59040aaa738c2.jpg
30569627	1931	USA	Womens Fashion Magazine Plate	a73c027ab5fa9af49686905293574b02.jpg
30569626	1931	USA	McCall's Magazine Advert	eefbdc4628290812aad13c394b649e4d.jpg
30569624	1922	USA	McCall's Magazine Advert	4fc75db595c44788974c7c7bd23fc0d8.jpg
30569613	1956	USA	Pepsi Magazine Advert	b2e8be47a81bba9d22d1aec6f7d9dfd1.jpg
30569601	1952	USA	The Boyfriend and the Girlfriend...	0f93135acfd8c367c990b1bb8cccb683.jpg
30569594	1916	USA	Womans Home Companion Magazine...	79c89a754c57bff7945dfba6dfa18404.jpg
30569590	1941	USA	Modess Magazine Advert	304125cfc7d8c11aa32bbe744941721b.jpg
30569588	1957	USA	Revlon Magazine Advert	c7aaf78685ab9123e8e241f29de7432d.jpg
30569579	1901	USA	Winter Fashion Magazine Plate	2cea2d7528112dd03c6e7dc1bcdf170b.jpg
30569467	1979	USA	Revlon Charlie Magazine Advert	711f04e215352b320d09071df27e1c95.jpg
30569466	1970s	USA	Revlon Charlie Magazine Advert	fea2c55b8716aa139661f42c3c72634e.jpg
30569427	1996	USA	Target Magazine Advert	813987c09a96ed3bfcc5620559f294ad.jpg
30569355	1960s	USA	Frederick's of Hollywood...	ae498ab7f1b6ece5cd4a313a795e882a.jpg
30569286	1940s	USA	Womens Army Corps Poster	68afb9bb843401b78b69949009c9795c.jpg
30569285	1940s	USA	Nurses Recruitment Poster	a07564c07198a4bb10c994c6d7c1105c.jpg
30569275	1950s	USA	Holidays  Arrow Magazine Plate	d45de5903f77d8f57b5319d70eb00d1c.jpg
30569264	1951	USA	Perma Lift Magazine Advert	99a44aba166b146d28269a4e9473d047.jpg
30569263	1951	USA	Perma Lift Magazine Advert...	442351fe608e8cd326468c6931344356.jpg
30569249	1950s	USA	Romance Magazine Plate	80b182df1eccc11d7ae46a1d87e2dbfc.jpg
30569248	1940s	USA	Womens Story Illustrations...	ee1cebe26bd42021096719c96b9302f5.jpg
30569244	1930s	USA	Ecstasy Magazine Advert	4cd0b2a735b08e9d8f92b789459bb74c.jpg
30569189	1954	USA	Jantzen Magazine Advert (detail)	8258c29fc2c7d87c1104516f4039a43b.jpg
30569188	1950s	USA	Jantzen Magazine Advert	e8e03ee7e78c5e589eca0144231dff7e.jpg
30569187	1949	USA	Jantzen Magazine Advert (detail)	ebc05a57ce7e26a55b44811cd8f88c56.jpg
30569186	1950s	USA	Jantzen Magazine Advert	a6720f1f8d2f3c7ad762a0f2dd3b86b9.jpg
30569178	1940s	USA	Union Pacific Railroad Magazine...	e006a2575b7301b23fe0f7540db1342f.jpg
30569168	1938	USA	Chesterfield Magazine Advert	88412f0294c112f86153455e01913b2c.jpg
30569163	1952	USA	Avon Magazine Advert	62688a4e03adb1424b4867c9ef162e71.jpg
30569160	1959	USA	Penney's Magazine Advert	f2ee6ee795776206736b131dae72a2cf.jpg
30569156	1959	USA	Avon Magazine Advert	985019ffa51a9fba553aae9996ae8692.jpg
30569149	1950s	USA	Greyhound Magazine Advert (detail)	6fec886632509a62234a50fe62adefb8.jpg
30569137	1960s	USA	Womens Fashion Magazine Plate	0a807dc43b50f2417f107fd0eaf3af06.jpg
30569136	1960s	USA	Rogers Magazine Advert	a369a75bd011e6eda89243650ec2c46d.jpg
30569133	1960s	USA	Supima Magazine Advert	a6daa5d52c4ca46db313ffd06de19df5.jpg
30569130	1960s	USA	Womens Fashion Magazine Plate	fd466a9a03343cdc1681c81b42b9346c.jpg
30569120	1960s	USA	L'Aiglon Magazine Advert	adc521d01255acdef53f83bb34cb3a11.jpg
30569118	1963	USA	Frederick's of Hollywood...	184e0862d3874ca10a356be3468f832a.jpg
30569117	1960s	USA	Frederick's of Hollywood...	186407c5702503e2272348ca45116b7d.jpg
30569116	1960s	USA	Jantzen Magazine Advert	169eac68daf36194d7fab36cf9bba34b.jpg
30569111	1960s	USA	Hanes, Mystreche Magazine Advert	18ea506a2b0ac3091445c83390956810.jpg
30569105	1960s	USA	Frederick's of Hollywood...	2e51e0b491f6ca7ad26ce14dbcce1b19.jpg
30569104	1960s	USA	Frederick's of Hollywood...	e9e6608e223bc3e1c3ea9092b23f2750.jpg
30569102	1960s	USA	Frederick's of Hollywood...	4751f046a4b597b79582b830475e038b.jpg
30569101	1960s	USA	Frederick's of Hollywood...	826d5d32cb9b17789e7db9c5f783a368.jpg
30569099	1960s	USA	Frederick's of Hollywood...	055198162f45567ef232a522a8a252e3.jpg
30569097	1960s	USA	Talbott Magazine Advert	a5df714448359261c2f7312166a6ce4e.jpg
30569092	1960s	USA	Frederick's of Hollywood...	51ec8013a3f9f90d03140fdf12f1653f.jpg
30569091	1960s	USA	Frederick's of Hollywood...	b6c595f1b46cae6c8dd1210b8706ff34.jpg
30569090	1960s	USA	Frederick's of Hollywood...	1f124efe56b204a41776de0784a57182.jpg
30569089	1960s	USA	Frederick's of Hollywood...	6cb137b793fe0b79f02d29696e4c9e47.jpg
30569088	1960s	USA	Frederick's of Hollywood...	e607410cf60dfca9082bdd77d4a7b825.jpg
30569087	1964	USA	Frederick's of Hollywood...	4e74afb835a9e42447fb76e9cb98f023.jpg
30569086	1964	USA	Frederick's of Hollywood...	054e8f2b426c40798b97a5cb8e29ef51.jpg
30569084	1960s	USA	Rogers Magazine Advert	019b3bfc8b58fb96127c89d59a99c99d.jpg
30569078	1960s	USA	Arnel Magazine Advert	9cd598c01073210b677a06e9353b22a1.jpg
30569051	1960	USA	Du Pont Magazine Advert	5b93a3556f39cd366c8e2f8d7855a452.jpg
30569046	1970	USA	Oldsmobile Magazine Advert	d7d381975366fbb75a24a7d9839a9b69.jpg
30569045	1960s	USA	Maidenform Magazine Advert	389d7ca91fe674c6a15ecfc54845337d.jpg
30569038	1950s	USA	Palmolive Magazine Advert (detail)	99dad532602d4d58009329fb299c90ad.jpg
30569037	1950s	USA	Palmolive Magazine Advert	4ef13e1369d208a1c40462db2bc86933.jpg
30569036	1970s	USA	Head and Shoulders Magazine Advert	3645d315e1994d533b96e27c38809fdb.jpg
30569034	1960s	USA	Maidenform Magazine Advert	de790c8e79a56345de34573fb5213f46.jpg
30569033	1960s	USA	Avon Magazine Advert	c4fd14b3f179a15511ec81a4575d61fd.jpg
30569032	1950s	USA	Kotex Magazine Advert	1a5723ec674f5db451efdb86faaaf642.jpg
30569029	1960s	USA	Womens Fashion Magazine Plate	0b5383ea6b5e38b9abe96853a07fb965.jpg
30569017	1975	USA	Unique Products Magazine Advert	db3bc54c4a970457d698d41a2884ea5f.jpg
30569016	1960s	USA	Judy Gibbs Magazine Advert	2ba83fbd8d8e33316496f3723a5419c7.jpg
30569013	1960s	USA	Frederick's of Hollywood...	6007aabf8cfa9e9a05d186965d77ddc5.jpg
30569012	1964	USA	Frederick's of Hollywood...	328645195fa4668eb06cc027a8d7b01f.jpg
30568977	2000s	USA	American Apparel Magazine Advert	e409d49bc4c4c6d34ca4b3331755918e.jpg
30568976	2000s	USA	American Apparel Magazine Advert	2700395b781b173a8a309df79be2d0ef.jpg
30568975	2000s	USA	American Apparel Magazine Advert	24275b9fd5c1f30af4f2db49d167815f.jpg
30568974	2000s	USA	American Apparel Magazine Advert	c21fdd2a9e5c735cecc28aa954a70e76.jpg
30568973	2000s	USA	American Apparel Magazine Advert	4430f0f82c31c8462771374590db19a3.jpg
30568972	2000s	USA	American Apparel Magazine Advert	b572bade92466197776170e684689e9f.jpg
30568934	1950s	USA	Waitresses Magazine Plate	b54b60bea9ff914fbf46181bdeba6393.jpg
30568789	1973	USA	Cadillac Magazine Advert	f6b771ef4d917ca02705b096f2983d34.jpg
30568730	2005	USA	Burberry Magazine Advert	719f89d6583007e285c7c8dfff81762c.jpg
30568688	1946	USA	Vinylite Plastics Magazine Advert	22452bd8947094caeff5266a07e29bea.jpg
30568687	1956	USA	J C Penney Magazine Advert...	2fdd2f8e5b432aaed4371deba64302eb.jpg
30568686	1930	USA	Montgomery Ward Magazine Advert	41fc13406bc390a8b4429886084d64d8.jpg
30568685	1921	USA	Munsingwear Magazine Advert	a9bd4bcc584df624006edc18de06bab9.jpg
30568684	1920	USA	Vode Magazine Advert (detail)	f454782fcce650e39ec7e9a4b956c55a.jpg
30568683	1921	USA	McCallum Magazine Advert	d71c0cf335cfaa07165826c8066c604b.jpg
30568682	1929	USA	Jantzen Magazine Advert	68072cd7b7d9214c84a4f4e7384eeec4.jpg
30568681	1928	USA	Talon Magazine Advert	b5882fbbd100a6c34fdbd7fbf956a5b3.jpg
30568680	1926	USA	Bradley Magazine Advert (detail)	662e4d7c4e2cfba114bd3fe9d135a507.jpg
30568640	1939	USA	World's Fair Poster	a4fe9af3f2ae6e4442d1471a2d364d45.jpg
30568625	1990s	USA	Calvin Klein Magazine Advert	0b3d0dad25577ee9ba712722b52b112f.jpg
30568570	1937	USA	Pullman Logo	2b2c4aa5d7db4bfbeb01405529a94919.jpg
30568559	1929	USA	Sunset Magazine Advert (detail)	f3dcda032e79219c4ee99cc540e081f3.jpg
30568557	1927	USA	Life Magazine Cover	9fd73eeb0955cf3522d646486e7c1f6d.jpg
30568556	1923	USA	Picking Oranges Magazine Plate	a386e7a736101e66c24c264dd0caf5f5.jpg
30568524	1914	USA	Kuppenheimer Magazine Advert...	5008c100088c6a236735b8dbea9fea4c.jpg
30568523	1906	USA	Butterick Magazine Plate	ae046956c5b6c10d9e6f662375569c50.jpg
30568521	1917	USA	McCallum Magazine Advert	13d91fd5aeafccc57cfae4d935700cd3.jpg
30568520	1910s	USA	Luxite Magazine Advert	4744a725165d0643cc24118533e35d19.jpg
30568518	1910s	USA	Warner's Magazine Advert (detail)	42e7cbda194575145dcf8cef5c205088.jpg
30568516	1905	USA	American Lady Shoes Magazine...	657d9cfe105b447910abf6c5fde280cf.jpg
30568513	1927	USA	Miss Tokio Magazine Advert	f10f16497c2c6561f746702412d7d484.jpg
30568512	1936	USA	Du Pont	e3174f56e2f6d0a5ac584f80ce154d7d.jpg
30568473	1950s	USA	Womens Swimwear Magazine Plate	ea10b2bd3f0e74e60811c0a8c3177f5a.jpg
30568472	1950s	USA	Womens Swimwear Magazine Plate	a7a9d5defee088defb831f3e31db1f58.jpg
30568471	1950s	USA	Womens Swimwear Magazine Plate	d160c38e1274ac545bf63486a6e69719.jpg
30568470	1950s	USA	Womens Swimwear Magazine Plate	362ba67029f5789c2e08363dc650b6df.jpg
30568469	1950s	USA	Womens Swimwear Magazine Plate	ec381970f332da65752921e534566170.jpg
30568468	1980s	USA	Betty Crocker Magazine Plate	c47c5fedc35e68dba7c86d0c4a0091ee.jpg
30568467	1955	USA	Betty Crocker Magazine Plate	6c2ca7dcae486be49ab2a471a10c2755.jpg
30568390	1950s	USA	Colorific Magazine Advert	5aed3acefe2969404d7ac623b84a8655.jpg
30568359	1966	USA	Wrangler Magazine Advert	218ad2ef363dd38f129b29e145e13d7e.jpg
30568358	1968	USA	Klopman Mills, Du Pont Magazine...	4032f051e090fec803ad969612bab146.jpg
30568357	1962	USA	Kleinert's Magazine Plate	8f290d91ef2232813d710694faac2e22.jpg
30568356	1956	USA	Warner's Magazine Advert	513d87d2049857ed42afe87ff711db57.jpg
30568355	1950	USA	Jantzen Magazine Plate	356c82b97a5881a0358f12dc5fa45061.jpg
30568354	1972	USA	Weyenberg Magazine Advert	12d6dfd0fddb39c9b05ec82e175dc9a7.jpg
30568353	1973	USA	Tempos Magazine Advert	0543c81c42b20fade558fbbf2908f1e4.jpg
30568352	1974	USA	Riviera Magazine Advert	1487f0d78228a85319592aa4ca0fbd5c.jpg
30568350	1969	USA	Hanes Magazine Advert	8739a5cd8c087465b96847b51c04dab1.jpg
30568348	1984	USA	Levi's Magazine Advert	d4b4232009a2db0e1e59b354438774a8.jpg
30568340	1997	USA	Jean Paul Gaultier Magazine Advert	41792cbcf6b621d4e7c16d83beaf836f.jpg
30568337	1980s	USA	Ralph Lauren Magazine Advert	ce3bf3cf485ed4fc99408eb015276953.jpg
30568336	1979	USA	Jordache Magazine Advert	7bf84b9b7edacb84fa978a65b734ed72.jpg
30568335	1988	USA	Brittania Magazine Advert	85d767a8f11c14b02ffcf78fd86629fa.jpg
30568334	1920s	USA	Holeproof  Hosiery Magazine Advert	e957881175b5989c125a5d47fcfd82e0.jpg
30568333	1920s	USA	Holeproof Hosiery Magazine Advert	0fa4a55cdce4eada83eb5a58ec593cb5.jpg
30568332	1924	USA	Gossard Magazine Advert	d4f5d81727d95f2d7c40846c7d748d03.jpg
30568330	1989	USA	GAP Magazine Advert	a7699c792d09e87e46ab19c314c97bd5.jpg
30567698	1920s	USA	Dolores Magazine Cover	f1e59b4ca641debcb4c79e73c188da24.jpg
30566134	1950	USA	The Saturday Evening Post...	a6a4b56a9d00037760193e6fa1816126.jpg
30566133	1959	USA	The Saturday Evening Post...	9a5d68bc28c152787b2ca58753776d3e.jpg
30566129	1929	USA	The Saturday Evening Post...	63aad42444e72bffae456471b2b08a04.jpg
30566126	1945	USA	The Saturday Evening Post...	611713c69598d023939697058dda3703.jpg
30566125	1959	USA	The Saturday Evening Post...	08ab581977602c99d5e416fee1f82f8b.jpg
30566124	1957	USA	The Saturday Evening Post...	92c7140d2d48bc686d211537a9517fe4.jpg
30564400	1988	USA	Estee Lauder Magazine Advert	ad53ef9c4fc8bc30e909f37d465afa4e.jpg
30528317	2002	USA	Missoni Magazine Advert	856a0eadc6c77104109816796f7b6af1.jpg
30559885	1940s	USA	Women at War Poster	7a947285d1a732335d833fe65ddd8b56.jpg
30559884	1940s	USA	Womens Army Corps Poster	f1d7f698187a50839b303220e608ce42.jpg
30559823	1987	USA	Gap Magazine Advert	98a3731efe1ec0e401c97e8d69396ca6.jpg
30559822	1987	USA	Gap Magazine Advert	9a8af9409f00e6e64dc958837a81bb6c.jpg
30559821	1987	USA	Basset-walker Magazine Advert	ea6aa0d5b59bf99ff158c0164a4f6d9d.jpg
30559818	1916	USA	The Modern Priscilla Magazine...	7563a2ec42b7104b5201dabbd5cbb55c.jpg
30559811	1937	USA	La Vie Parisienne Magazine Cover	41d9e5c504beb8b80f0fe65e74293611.jpg
30559420	1910s	USA	The Saturday Evening Post...	ef3e63fbbda6bbe2243aa1378913ee66.jpg
30559419	1910s	USA	The Saturday Evening Post...	d431a2aa88f84c5321dade27e4f2a2c0.jpg
30559407	1910s	USA	The Saturday Evening Post...	142b62fb061d514568e69530e265b830.jpg
30559406	1910s	USA	The Saturday Evening Post...	8fd7aa25003d7cba94b5b5eaeff3feaa.jpg
30559405	1910s	USA	The Saturday Evening Post...	854389857edb84a3283cfee601b7467b.jpg
